Year,Component,Region,Age,Gender,Value
2022,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2018,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60_a,,2.0
2019,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2020,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2021,com_9_psy,13_reg_Dnipropetrovsk,age_36_59_a,,
2022,com_9_psy,13_reg_Dnipropetrovsk,age_36_59_a,,
2023,com_9_psy,13_reg_Dnipropetrovsk,age_36_59_a,,
2017,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,1.4
2019,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_9_psy,13_reg_Dnipropetrovsk,age_60_a,,
2022,com_9_psy,13_reg_Dnipropetrovsk,age_60_a,,
2023,com_9_psy,13_reg_Dnipropetrovsk,age_60_a,,
2017,com_9_psy,13_reg_Dnipropetrovsk,,males_a,
2018,com_9_psy,13_reg_Dnipropetrovsk,,males_a,2.5
2019,com_9_psy,13_reg_Dnipropetrovsk,,males_a,
2020,com_9_psy,13_reg_Dnipropetrovsk,,males_a,
2021,com_9_psy,13_reg_Dnipropetrovsk,,males_a,
2022,com_9_psy,13_reg_Dnipropetrovsk,,males_a,
2023,com_9_psy,13_reg_Dnipropetrovsk,,males_a,
2017,com_9_psy,13_reg_Dnipropetrovsk,,females_a,
2018,com_9_psy,13_reg_Dnipropetrovsk,,females_a,1.4
2019,com_9_psy,13_reg_Dnipropetrovsk,,females_a,
2020,com_9_psy,13_reg_Dnipropetrovsk,,females_a,
2021,com_9_psy,13_reg_Dnipropetrovsk,,females_a,
2022,com_9_psy,13_reg_Dnipropetrovsk,,females_a,
2023,com_9_psy,13_reg_Dnipropetrovsk,,females_a,
2017,com_9_psy,17_reg_Zaporizhzhya,,,
2018,com_9_psy,17_reg_Zaporizhzhya,,,
2019,com_9_psy,17_reg_Zaporizhzhya,,,
2020,com_9_psy,17_reg_Zaporizhzhya,,,
2021,com_9_psy,17_reg_Zaporizhzhya,,,
2022,com_9_psy,17_reg_Zaporizhzhya,,,
2023,com_9_psy,17_reg_Zaporizhzhya,,,
2017,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,2.5
2019,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_9_psy,17_reg_Zaporizhzhya,age_2_36_60_a,,
2018,com_9_psy,17_reg_Zaporizhzhya,age_2_36_60_a,,2.2
2019,com_9_psy,17_reg_Zaporizhzhya,age_2_36_60_a,,
2020,com_9_psy,17_reg_Zaporizhzhya,age_2_36_60_a,,
2021,com_9_psy,17_reg_Zaporizhzhya,age_36_59_a,,
2022,com_9_psy,17_reg_Zaporizhzhya,age_36_59_a,,
2023,com_9_psy,17_reg_Zaporizhzhya,age_36_59_a,,
2017,com_9_psy,17_reg_Zaporizhzhya,age_3_61,,
2018,com_9_psy,17_reg_Zaporizhzhya,age_3_61,,1.1
2019,com_9_psy,17_reg_Zaporizhzhya,age_3_61,,
2020,com_9_psy,17_reg_Zaporizhzhya,age_3_61,,
2021,com_9_psy,17_reg_Zaporizhzhya,age_60_a,,
2022,com_9_psy,17_reg_Zaporizhzhya,age_60_a,,
2023,com_9_psy,17_reg_Zaporizhzhya,age_60_a,,
2017,com_9_psy,17_reg_Zaporizhzhya,,males_a,
2018,com_9_psy,17_reg_Zaporizhzhya,,males_a,2.9
2019,com_9_psy,17_reg_Zaporizhzhya,,males_a,
2020,com_9_psy,17_reg_Zaporizhzhya,,males_a,
2021,com_9_psy,17_reg_Zaporizhzhya,,males_a,
2022,com_9_psy,17_reg_Zaporizhzhya,,males_a,
2023,com_9_psy,17_reg_Zaporizhzhya,,males_a,
2017,com_9_psy,17_reg_Zaporizhzhya,,females_a,
2018,com_9_psy,17_reg_Zaporizhzhya,,females_a,1.2
2019,com_9_psy,17_reg_Zaporizhzhya,,females_a,
2020,com_9_psy,17_reg_Zaporizhzhya,,females_a,
2021,com_9_psy,17_reg_Zaporizhzhya,,females_a,
2022,com_9_psy,17_reg_Zaporizhzhya,,females_a,
2023,com_9_psy,17_reg_Zaporizhzhya,,females_a,
2017,com_9_psy,29_reg_Kharkiv,,,
2018,com_9_psy,29_reg_Kharkiv,,,
2019,com_9_psy,29_reg_Kharkiv,,,
2020,com_9_psy,29_reg_Kharkiv,,,
2021,com_9_psy,29_reg_Kharkiv,,,
2022,com_9_psy,29_reg_Kharkiv,,,
2023,com_9_psy,29_reg_Kharkiv,,,
2017,com_9_psy,29_reg_Kharkiv,age_1_18_35,,
2018,com_9_psy,29_reg_Kharkiv,age_1_18_35,,2.3
2019,com_9_psy,29_reg_Kharkiv,age_1_18_35,,
2020,com_9_psy,29_reg_Kharkiv,age_1_18_35,,
2021,com_9_psy,29_reg_Kharkiv,age_1_18_35,,
2022,com_9_psy,29_reg_Kharkiv,age_1_18_35,,
2023,com_9_psy,29_reg_Kharkiv,age_1_18_35,,
2017,com_9_psy,29_reg_Kharkiv,age_2_36_60_a,,
2018,com_9_psy,29_reg_Kharkiv,age_2_36_60_a,,1.9
2019,com_9_psy,29_reg_Kharkiv,age_2_36_60_a,,
2020,com_9_psy,29_reg_Kharkiv,age_2_36_60_a,,
2021,com_9_psy,29_reg_Kharkiv,age_36_59_a,,
2022,com_9_psy,29_reg_Kharkiv,age_36_59_a,,
2023,com_9_psy,29_reg_Kharkiv,age_36_59_a,,
2017,com_9_psy,29_reg_Kharkiv,age_3_61,,
2018,com_9_psy,29_reg_Kharkiv,age_3_61,,1.0
2019,com_9_psy,29_reg_Kharkiv,age_3_61,,
2020,com_9_psy,29_reg_Kharkiv,age_3_61,,
2021,com_9_psy,29_reg_Kharkiv,age_60_a,,
2022,com_9_psy,29_reg_Kharkiv,age_60_a,,
2023,com_9_psy,29_reg_Kharkiv,age_60_a,,
2017,com_9_psy,29_reg_Kharkiv,,males_a,
2018,com_9_psy,29_reg_Kharkiv,,males_a,2.5
2019,com_9_psy,29_reg_Kharkiv,,males_a,
2020,com_9_psy,29_reg_Kharkiv,,males_a,
2021,com_9_psy,29_reg_Kharkiv,,males_a,
2022,com_9_psy,29_reg_Kharkiv,,males_a,
2023,com_9_psy,29_reg_Kharkiv,,males_a,
2017,com_9_psy,29_reg_Kharkiv,,females_a,
2018,com_9_psy,29_reg_Kharkiv,,females_a,1.2
2019,com_9_psy,29_reg_Kharkiv,,females_a,
2020,com_9_psy,29_reg_Kharkiv,,females_a,
2021,com_9_psy,29_reg_Kharkiv,,females_a,
2022,com_9_psy,29_reg_Kharkiv,,females_a,
2023,com_9_psy,29_reg_Kharkiv,,females_a,
2017,com_10_active,14_reg_Donetsk,,,
2018,com_10_active,14_reg_Donetsk,,,
2019,com_10_active,14_reg_Donetsk,,,
2020,com_10_active,14_reg_Donetsk,,,
2021,com_10_active,14_reg_Donetsk,,,
2022,com_10_active,14_reg_Donetsk,,,
2023,com_10_active,14_reg_Donetsk,,,
2017,com_10_active,14_reg_Donetsk,age_1_18_35,,
2018,com_10_active,14_reg_Donetsk,age_1_18_35,,2.0
2019,com_10_active,14_reg_Donetsk,age_1_18_35,,4.9
2020,com_10_active,14_reg_Donetsk,age_1_18_35,,
2021,com_10_active,14_reg_Donetsk,age_1_18_35,,
2022,com_10_active,14_reg_Donetsk,age_1_18_35,,
2023,com_10_active,14_reg_Donetsk,age_1_18_35,,
2017,com_10_active,14_reg_Donetsk,age_2_36_60_a,,
2018,com_10_active,14_reg_Donetsk,age_2_36_60_a,,2.3
2019,com_10_active,14_reg_Donetsk,age_2_36_60_a,,4.0
2020,com_10_active,14_reg_Donetsk,age_2_36_60_a,,
2021,com_10_active,14_reg_Donetsk,age_36_59_a,,
2022,com_10_active,14_reg_Donetsk,age_36_59_a,,
2023,com_10_active,14_reg_Donetsk,age_36_59_a,,
2017,com_10_active,14_reg_Donetsk,age_3_61,,
2018,com_10_active,14_reg_Donetsk,age_3_61,,2.3
2019,com_10_active,14_reg_Donetsk,age_3_61,,2.3
2020,com_10_active,14_reg_Donetsk,age_3_61,,
2021,com_10_active,14_reg_Donetsk,age_3_61,,
2022,com_10_active,14_reg_Donetsk,age_3_61,,
2023,com_10_active,14_reg_Donetsk,age_3_61,,
2017,com_10_active,14_reg_Donetsk,,males_a,
2018,com_10_active,14_reg_Donetsk,,males_a,2.0
2019,com_10_active,14_reg_Donetsk,,males_a,4.3
2020,com_10_active,14_reg_Donetsk,,males_a,
2021,com_10_active,14_reg_Donetsk,,males_a,
2022,com_10_active,14_reg_Donetsk,,males_a,
2023,com_10_active,14_reg_Donetsk,,males_a,
2017,com_10_active,14_reg_Donetsk,,females_a,
2018,com_10_active,14_reg_Donetsk,,females_a,2.4
2019,com_10_active,14_reg_Donetsk,,females_a,3.2
2020,com_10_active,14_reg_Donetsk,,females_a,
2021,com_10_active,14_reg_Donetsk,,females_a,
2022,com_10_active,14_reg_Donetsk,,females_a,
2023,com_10_active,14_reg_Donetsk,,females_a,
2017,com_10_active,21_reg_Luhansk,,,
2018,com_10_active,21_reg_Luhansk,,,
2019,com_10_active,21_reg_Luhansk,,,
2020,com_10_active,21_reg_Luhansk,,,
2021,com_10_active,21_reg_Luhansk,,,
2022,com_10_active,21_reg_Luhansk,,,
2023,com_10_active,21_reg_Luhansk,,,
2017,com_10_active,21_reg_Luhansk,age_1_18_35,,
2018,com_10_active,21_reg_Luhansk,age_1_18_35,,1.9
2019,com_10_active,21_reg_Luhansk,age_1_18_35,,5.8
2020,com_10_active,21_reg_Luhansk,age_1_18_35,,
2021,com_10_active,21_reg_Luhansk,age_1_18_35,,
2022,com_10_active,21_reg_Luhansk,age_1_18_35,,
2023,com_10_active,21_reg_Luhansk,age_1_18_35,,
2017,com_10_active,21_reg_Luhansk,age_2_36_60_a,,
2018,com_10_active,21_reg_Luhansk,age_2_36_60_a,,2.5
2019,com_10_active,21_reg_Luhansk,age_2_36_60_a,,5.0
2020,com_10_active,21_reg_Luhansk,age_2_36_60_a,,
2021,com_10_active,21_reg_Luhansk,age_36_59_a,,
2022,com_10_active,21_reg_Luhansk,age_36_59_a,,
2023,com_10_active,21_reg_Luhansk,age_36_59_a,,
2017,com_10_active,21_reg_Luhansk,age_3_61,,
2018,com_10_active,21_reg_Luhansk,age_3_61,,2.2
2019,com_10_active,21_reg_Luhansk,age_3_61,,3.0
2020,com_10_active,21_reg_Luhansk,age_3_61,,
2021,com_10_active,21_reg_Luhansk,age_60_a,,
2022,com_10_active,21_reg_Luhansk,age_60_a,,
2023,com_10_active,21_reg_Luhansk,age_60_a,,
2017,com_10_active,21_reg_Luhansk,,males_a,
2018,com_10_active,21_reg_Luhansk,,males_a,2.1
2019,com_10_active,21_reg_Luhansk,,males_a,5.4
2020,com_10_active,21_reg_Luhansk,,males_a,
2021,com_10_active,21_reg_Luhansk,,males_a,
2022,com_10_active,21_reg_Luhansk,,males_a,
2023,com_10_active,21_reg_Luhansk,,males_a,
2017,com_10_active,21_reg_Luhansk,,females_a,
2018,com_10_active,21_reg_Luhansk,,females_a,2.4
2019,com_10_active,21_reg_Luhansk,,females_a,3.9
2020,com_10_active,21_reg_Luhansk,,females_a,
2021,com_10_active,21_reg_Luhansk,,females_a,
2022,com_10_active,21_reg_Luhansk,,females_a,
2023,com_10_active,21_reg_Luhansk,,females_a,
2017,com_10_active,13_reg_Dnipropetrovsk,,,
2018,com_10_active,13_reg_Dnipropetrovsk,,,
2019,com_10_active,13_reg_Dnipropetrovsk,,,
2020,com_10_active,13_reg_Dnipropetrovsk,,,
2021,com_10_active,13_reg_Dnipropetrovsk,,,
2022,com_10_active,13_reg_Dnipropetrovsk,,,
2023,com_10_active,13_reg_Dnipropetrovsk,,,
2017,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,2.2
2019,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_10_active,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2018,com_10_active,13_reg_Dnipropetrovsk,age_2_36_60_a,,2.8
2019,com_10_active,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2020,com_10_active,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2021,com_10_active,13_reg_Dnipropetrovsk,age_36_59_a,,
2022,com_10_active,13_reg_Dnipropetrovsk,age_36_59_a,,
2023,com_10_active,13_reg_Dnipropetrovsk,age_36_59_a,,
2017,com_10_active,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_10_active,13_reg_Dnipropetrovsk,age_3_61,,3.1
2019,com_10_active,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_10_active,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_10_active,13_reg_Dnipropetrovsk,age_60_a,,
2022,com_10_active,13_reg_Dnipropetrovsk,age_60_a,,
2023,com_10_active,13_reg_Dnipropetrovsk,age_60_a,,
2017,com_10_active,13_reg_Dnipropetrovsk,,males_a,
2018,com_10_active,13_reg_Dnipropetrovsk,,males_a,2.5
2019,com_10_active,13_reg_Dnipropetrovsk,,males_a,
2020,com_10_active,13_reg_Dnipropetrovsk,,males_a,
2021,com_10_active,13_reg_Dnipropetrovsk,,males_a,
2022,com_10_active,13_reg_Dnipropetrovsk,,males_a,
2023,com_10_active,13_reg_Dnipropetrovsk,,males_a,
2017,com_10_active,13_reg_Dnipropetrovsk,,females_a,
2018,com_10_active,13_reg_Dnipropetrovsk,,females_a,2.8
2019,com_10_active,13_reg_Dnipropetrovsk,,females_a,
2020,com_10_active,13_reg_Dnipropetrovsk,,females_a,
2021,com_10_active,13_reg_Dnipropetrovsk,,females_a,
2022,com_10_active,13_reg_Dnipropetrovsk,,females_a,
2023,com_10_active,13_reg_Dnipropetrovsk,,females_a,
2017,com_10_active,17_reg_Zaporizhzhya,,,
2018,com_10_active,17_reg_Zaporizhzhya,,,
2019,com_10_active,17_reg_Zaporizhzhya,,,
2020,com_10_active,17_reg_Zaporizhzhya,,,
2021,com_10_active,17_reg_Zaporizhzhya,,,
2022,com_10_active,17_reg_Zaporizhzhya,,,
2023,com_10_active,17_reg_Zaporizhzhya,,,
2017,com_10_active,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_10_active,17_reg_Zaporizhzhya,age_1_18_35,,2.2
2019,com_10_active,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_10_active,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_10_active,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_10_active,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_10_active,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_10_active,17_reg_Zaporizhzhya,age_2_36_60_a,,
2018,com_10_active,17_reg_Zaporizhzhya,age_2_36_60_a,,2.8
2019,com_10_active,17_reg_Zaporizhzhya,age_2_36_60_a,,
2020,com_10_active,17_reg_Zaporizhzhya,age_2_36_60_a,,
2021,com_10_active,17_reg_Zaporizhzhya,age_36_59_a,,
2022,com_10_active,17_reg_Zaporizhzhya,age_36_59_a,,
2023,com_10_active,17_reg_Zaporizhzhya,age_36_59_a,,
2017,com_10_active,17_reg_Zaporizhzhya,age_3_61,,
2018,com_10_active,17_reg_Zaporizhzhya,age_3_61,,2.6
2019,com_10_active,17_reg_Zaporizhzhya,age_3_61,,
2020,com_10_active,17_reg_Zaporizhzhya,age_3_61,,
2021,com_10_active,17_reg_Zaporizhzhya,age_60_a,,
2022,com_10_active,17_reg_Zaporizhzhya,age_60_a,,
2023,com_10_active,17_reg_Zaporizhzhya,age_60_a,,
2017,com_10_active,17_reg_Zaporizhzhya,,males_a,
2018,com_10_active,17_reg_Zaporizhzhya,,males_a,2.3
2019,com_10_active,17_reg_Zaporizhzhya,,males_a,
2020,com_10_active,17_reg_Zaporizhzhya,,males_a,
2021,com_10_active,17_reg_Zaporizhzhya,,males_a,
2022,com_10_active,17_reg_Zaporizhzhya,,males_a,
2023,com_10_active,17_reg_Zaporizhzhya,,males_a,
2017,com_10_active,17_reg_Zaporizhzhya,,females_a,
2018,com_10_active,17_reg_Zaporizhzhya,,females_a,2.7
2019,com_10_active,17_reg_Zaporizhzhya,,females_a,
2020,com_10_active,17_reg_Zaporizhzhya,,females_a,
2021,com_10_active,17_reg_Zaporizhzhya,,females_a,
2022,com_10_active,17_reg_Zaporizhzhya,,females_a,
2023,com_10_active,17_reg_Zaporizhzhya,,females_a,
2017,com_10_active,29_reg_Kharkiv,,,
2018,com_10_active,29_reg_Kharkiv,,,
2019,com_10_active,29_reg_Kharkiv,,,
2020,com_10_active,29_reg_Kharkiv,,,
2021,com_10_active,29_reg_Kharkiv,,,
2022,com_10_active,29_reg_Kharkiv,,,
2023,com_10_active,29_reg_Kharkiv,,,
2017,com_10_active,29_reg_Kharkiv,age_1_18_35,,
2018,com_10_active,29_reg_Kharkiv,age_1_18_35,,1.9
2019,com_10_active,29_reg_Kharkiv,age_1_18_35,,
2020,com_10_active,29_reg_Kharkiv,age_1_18_35,,
2021,com_10_active,29_reg_Kharkiv,age_1_18_35,,
2022,com_10_active,29_reg_Kharkiv,age_1_18_35,,
2023,com_10_active,29_reg_Kharkiv,age_1_18_35,,
2017,com_10_active,29_reg_Kharkiv,age_2_36_60_a,,
2018,com_10_active,29_reg_Kharkiv,age_2_36_60_a,,2.3
2019,com_10_active,29_reg_Kharkiv,age_2_36_60_a,,
2020,com_10_active,29_reg_Kharkiv,age_2_36_60_a,,
2021,com_10_active,29_reg_Kharkiv,age_36_59_a,,
2022,com_10_active,29_reg_Kharkiv,age_36_59_a,,
2023,com_10_active,29_reg_Kharkiv,age_36_59_a,,
2017,com_10_active,29_reg_Kharkiv,age_3_61,,
2018,com_10_active,29_reg_Kharkiv,age_3_61,,2.6
2019,com_10_active,29_reg_Kharkiv,age_3_61,,
2020,com_10_active,29_reg_Kharkiv,age_3_61,,
2021,com_10_active,29_reg_Kharkiv,age_60_a,,
2022,com_10_active,29_reg_Kharkiv,age_60_a,,
2023,com_10_active,29_reg_Kharkiv,age_60_a,,
2017,com_10_active,29_reg_Kharkiv,,males_a,
2018,com_10_active,29_reg_Kharkiv,,males_a,2.1
2019,com_10_active,29_reg_Kharkiv,,males_a,
2020,com_10_active,29_reg_Kharkiv,,males_a,
2021,com_10_active,29_reg_Kharkiv,,males_a,
2022,com_10_active,29_reg_Kharkiv,,males_a,
2023,com_10_active,29_reg_Kharkiv,,males_a,
2017,com_10_active,29_reg_Kharkiv,,females_a,
2018,com_10_active,29_reg_Kharkiv,,females_a,2.4
2019,com_10_active,29_reg_Kharkiv,,females_a,
2020,com_10_active,29_reg_Kharkiv,,females_a,
2021,com_10_active,29_reg_Kharkiv,,females_a,
2022,com_10_active,29_reg_Kharkiv,,females_a,
2023,com_10_active,29_reg_Kharkiv,,females_a,
2017,com_11_migrate,14_reg_Donetsk,,,
2018,com_11_migrate,14_reg_Donetsk,,,
2019,com_11_migrate,14_reg_Donetsk,,,
2020,com_11_migrate,14_reg_Donetsk,,,
2021,com_11_migrate,14_reg_Donetsk,,,4.1
2022,com_11_migrate,14_reg_Donetsk,,,
2023,com_11_migrate,14_reg_Donetsk,,,
2017,com_11_migrate,14_reg_Donetsk,age_1_18_35,,
2018,com_11_migrate,14_reg_Donetsk,age_1_18_35,,
2019,com_11_migrate,14_reg_Donetsk,age_1_18_35,,5.2
2020,com_11_migrate,14_reg_Donetsk,age_1_18_35,,
2021,com_11_migrate,14_reg_Donetsk,age_1_18_35,,5.4
2022,com_11_migrate,14_reg_Donetsk,age_1_18_35,,
2023,com_11_migrate,14_reg_Donetsk,age_1_18_35,,
2017,com_11_migrate,14_reg_Donetsk,age_2_36_60_a,,
2018,com_11_migrate,14_reg_Donetsk,age_2_36_60_a,,
2019,com_11_migrate,14_reg_Donetsk,age_2_36_60_a,,3.9
2020,com_11_migrate,14_reg_Donetsk,age_2_36_60_a,,
2021,com_11_migrate,14_reg_Donetsk,age_36_59_a,,4.4
2022,com_11_migrate,14_reg_Donetsk,age_36_59_a,,
2023,com_11_migrate,14_reg_Donetsk,age_36_59_a,,
2017,com_11_migrate,14_reg_Donetsk,age_3_61,,
2018,com_11_migrate,14_reg_Donetsk,age_3_61,,
2019,com_11_migrate,14_reg_Donetsk,age_3_61,,2.3
2020,com_11_migrate,14_reg_Donetsk,age_3_61,,
2021,com_11_migrate,14_reg_Donetsk,age_60_a,,2.9
2022,com_11_migrate,14_reg_Donetsk,age_60_a,,
2023,com_11_migrate,14_reg_Donetsk,age_60_a,,
2017,com_11_migrate,14_reg_Donetsk,,males_a,
2018,com_11_migrate,14_reg_Donetsk,,males_a,
2019,com_11_migrate,14_reg_Donetsk,,males_a,3.9
2020,com_11_migrate,14_reg_Donetsk,,males_a,
2021,com_11_migrate,14_reg_Donetsk,,males_a,4.2
2022,com_11_migrate,14_reg_Donetsk,,males_a,
2023,com_11_migrate,14_reg_Donetsk,,males_a,
2017,com_11_migrate,14_reg_Donetsk,,females_a,
2018,com_11_migrate,14_reg_Donetsk,,females_a,
2019,com_11_migrate,14_reg_Donetsk,,females_a,3.6
2020,com_11_migrate,14_reg_Donetsk,,females_a,
2021,com_11_migrate,14_reg_Donetsk,,females_a,4.0
2022,com_11_migrate,14_reg_Donetsk,,females_a,
2023,com_11_migrate,14_reg_Donetsk,,females_a,
2017,com_11_migrate,21_reg_Luhansk,,,
2018,com_11_migrate,21_reg_Luhansk,,,
2019,com_11_migrate,21_reg_Luhansk,,,
2020,com_11_migrate,21_reg_Luhansk,,,
2021,com_11_migrate,21_reg_Luhansk,,,3.7
2022,com_11_migrate,21_reg_Luhansk,,,
2023,com_11_migrate,21_reg_Luhansk,,,
2017,com_11_migrate,21_reg_Luhansk,age_1_18_35,,
2018,com_11_migrate,21_reg_Luhansk,age_1_18_35,,
2019,com_11_migrate,21_reg_Luhansk,age_1_18_35,,6.2
2020,com_11_migrate,21_reg_Luhansk,age_1_18_35,,
2021,com_11_migrate,21_reg_Luhansk,age_1_18_35,,5.7
2022,com_11_migrate,21_reg_Luhansk,age_1_18_35,,
2023,com_11_migrate,21_reg_Luhansk,age_1_18_35,,
2017,com_11_migrate,21_reg_Luhansk,age_2_36_60_a,,
2018,com_11_migrate,21_reg_Luhansk,age_2_36_60_a,,
2019,com_11_migrate,21_reg_Luhansk,age_2_36_60_a,,4.4
2020,com_11_migrate,21_reg_Luhansk,age_2_36_60_a,,
2021,com_11_migrate,21_reg_Luhansk,age_36_59_a,,3.9
2022,com_11_migrate,21_reg_Luhansk,age_36_59_a,,
2023,com_11_migrate,21_reg_Luhansk,age_36_59_a,,
2017,com_11_migrate,21_reg_Luhansk,age_3_61,,
2018,com_11_migrate,21_reg_Luhansk,age_3_61,,
2019,com_11_migrate,21_reg_Luhansk,age_3_61,,1.7
2020,com_11_migrate,21_reg_Luhansk,age_3_61,,
2021,com_11_migrate,21_reg_Luhansk,age_60_a,,2.1
2022,com_11_migrate,21_reg_Luhansk,age_60_a,,
2023,com_11_migrate,21_reg_Luhansk,age_60_a,,
2017,com_11_migrate,21_reg_Luhansk,,males_a,
2018,com_11_migrate,21_reg_Luhansk,,males_a,
2019,com_11_migrate,21_reg_Luhansk,,males_a,4.4
2020,com_11_migrate,21_reg_Luhansk,,males_a,
2021,com_11_migrate,21_reg_Luhansk,,males_a,3.8
2022,com_11_migrate,21_reg_Luhansk,,males_a,
2023,com_11_migrate,21_reg_Luhansk,,males_a,
2017,com_11_migrate,21_reg_Luhansk,,females_a,
2018,com_11_migrate,21_reg_Luhansk,,females_a,
2019,com_11_migrate,21_reg_Luhansk,,females_a,3.7
2020,com_11_migrate,21_reg_Luhansk,,females_a,
2021,com_11_migrate,21_reg_Luhansk,,females_a,3.6
2022,com_11_migrate,21_reg_Luhansk,,females_a,
2023,com_11_migrate,21_reg_Luhansk,,females_a,
2017,com_11_migrate,13_reg_Dnipropetrovsk,,,
2018,com_11_migrate,13_reg_Dnipropetrovsk,,,
2019,com_11_migrate,13_reg_Dnipropetrovsk,,,
2020,com_11_migrate,13_reg_Dnipropetrovsk,,,
2021,com_11_migrate,13_reg_Dnipropetrovsk,,,
2022,com_11_migrate,13_reg_Dnipropetrovsk,,,
2023,com_11_migrate,13_reg_Dnipropetrovsk,,,
2017,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2019,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_11_migrate,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2018,com_11_migrate,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2019,com_11_migrate,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2020,com_11_migrate,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2021,com_11_migrate,13_reg_Dnipropetrovsk,age_36_59_a,,
2022,com_11_migrate,13_reg_Dnipropetrovsk,age_36_59_a,,
2023,com_11_migrate,13_reg_Dnipropetrovsk,age_36_59_a,,
2017,com_11_migrate,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_11_migrate,13_reg_Dnipropetrovsk,age_3_61,,
2019,com_11_migrate,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_11_migrate,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_11_migrate,13_reg_Dnipropetrovsk,age_60_a,,
2022,com_11_migrate,13_reg_Dnipropetrovsk,age_60_a,,
2023,com_11_migrate,13_reg_Dnipropetrovsk,age_60_a,,
2017,com_11_migrate,13_reg_Dnipropetrovsk,,males_a,
2018,com_11_migrate,13_reg_Dnipropetrovsk,,males_a,
2019,com_11_migrate,13_reg_Dnipropetrovsk,,males_a,
2020,com_11_migrate,13_reg_Dnipropetrovsk,,males_a,
2021,com_11_migrate,13_reg_Dnipropetrovsk,,males_a,
2022,com_11_migrate,13_reg_Dnipropetrovsk,,males_a,
2023,com_11_migrate,13_reg_Dnipropetrovsk,,males_a,
2017,com_11_migrate,13_reg_Dnipropetrovsk,,females_a,
2018,com_11_migrate,13_reg_Dnipropetrovsk,,females_a,
2019,com_11_migrate,13_reg_Dnipropetrovsk,,females_a,
2020,com_11_migrate,13_reg_Dnipropetrovsk,,females_a,
2021,com_11_migrate,13_reg_Dnipropetrovsk,,females_a,
2022,com_11_migrate,13_reg_Dnipropetrovsk,,females_a,
2023,com_11_migrate,13_reg_Dnipropetrovsk,,females_a,
2017,com_11_migrate,17_reg_Zaporizhzhya,,,
2018,com_11_migrate,17_reg_Zaporizhzhya,,,
